wavelength_nm,value
350.0,0.9
375.0,0.925
400.0,0.95
425.0,0.955
450.0,0.96
475.0,0.965
500.0,0.97
525.0,0.97125
550.0,0.9725
575.0,0.97375
600.0,0.975
625.0,0.97625
650.0,0.9775
675.0,0.97875
700.0,0.98
725.0,0.980625
750.0,0.98125
775.0,0.981875
800.0,0.9825
825.0,0.983125
850.0,0.98375
875.0,0.984375
900.0,0.985
925.0,0.984375
950.0,0.98375
975.0,0.983125
1000.0,0.9825
1025.0,0.981875
1050.0,0.98125
1075.0,0.980625
1100.0,0.98
